Plante;Description;Note;Details;Answer
"giant elephant's ear,""giant elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.""";;6;La gigante des oreilles d'éléphant tolère bien la sécheresse et s'adapte à différents niveaux de lumière, ce qui est compatible avec le climat océanique humide de la Mayenne. Cependant, son besoin d'humidité élevée et sa faible tolérance au sel limitent sa compatibilité avec les conditions locales.;[6] - La gigante des oreilles d'éléphant tolère bien la sécheresse et s'adapte à différents niveaux de lumière, ce qui est compatible avec le climat océanique humide de la Mayenne. Cependant, son besoin d'humidité élevée et sa faible tolérance au sel limitent sa compatibilité avec les conditions locales.
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;La golden pothos peut s'adapter aux précipitations régulières et l'humidité élevée du climat océanique de la Mayenne, mais elle est sensible au froid et ne tolère pas bien la sécheresse, ce qui limite sa compatibilité en extérieur.;[5] - La golden pothos peut s'adapter aux précipitations régulières et l'humidité élevée du climat océanique de la Mayenne, mais elle est sensible au froid et ne tolère pas bien la sécheresse, ce qui limite sa compatibilité en extérieur.
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La hot water plant peut s'adapter au climat océanique humide du Mayenne grâce à l'humidité élevée et les précipitations régulières, mais elle pourrait souffrir de l'ensoleillement modéré et la fraîcheur des zones ombragées.;[6] - La hot water plant peut s'adapter au climat océanique humide du Mayenne grâce à l'humidité élevée et les précipitations régulières, mais elle pourrait souffrir de l'ensoleillement modéré et la fraîcheur des zones ombragées.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;Le climat océanique humide de la Mayenne est favorable pour l'hybrid tuberous begonia, grâce à son humidité élevée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;6 - Le climat océanique humide de la Mayenne est favorable pour l'hybrid tuberous begonia, grâce à son humidité élevée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;L'India rubber plant est adaptée au climat océanique humide de la Mayenne grâce à des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;[5] - L'India rubber plant est adaptée au climat océanique humide de la Mayenne grâce à des précipitations régulières et une humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique humide de la Mayenne est favorable pour l'Indian rubberplant grâce à son humidité élevée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;[6] - Le climat océanique humide de la Mayenne est favorable pour l'Indian rubberplant grâce à son humidité élevée et ses précipitations régulières, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;L'iron cross begonia peut être cultivée en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais elle pourrait souffrir de l'ensoleillement modéré et des zones fraîches.;[5] - L'iron cross begonia peut être cultivée en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais elle pourrait souffrir de l'ensoleillement modéré et des zones fraîches.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La Jacob's coat préfère un ensoleillement modéré et une humidité élevée, conditions qu'elle trouvera dans le climat océanique humide du Mayenne. Cependant, elle tolère mal la sécheresse, ce qui pourrait être un défi dans des périodes de faible précipitation.;7 - La Jacob's coat préfère un ensoleillement modéré et une humidité élevée, conditions qu'elle trouvera dans le climat océanique humide du Mayenne. Cependant, elle tolère mal la sécheresse, ce qui pourrait être un défi dans des périodes de faible précipitation.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;4;Le jade plant est modérément adapté au climat océanique humide de la Mayenne, mais il préférerait un ensoleillement plus important et une exposition en plein soleil.;[4] - Le jade plant est modérément adapté au climat océanique humide de la Mayenne, mais il préférerait un ensoleillement plus important et une exposition en plein soleil.
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Le climat océanique humide de la Mayenne est favorable pour le Japanese holly fern, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa croissance.;[7] - Le climat océanique humide de la Mayenne est favorable pour le Japanese holly fern, mais l'ensoleillement modéré et les zones ombragées peuvent limiter sa croissance.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;Le Japanese painted fern s'adapte bien au climat océanique humide de la Mayenne grâce à son besoin en arrosage modéré et sa tolérance à l'humidité, mais l'ensoleillement modéré et les zones ombragées sont favorables pour sa préférence pour la lumière filtrée.;7 - Le Japanese painted fern s'adapte bien au climat océanique humide de la Mayenne grâce à son besoin en arrosage modéré et sa tolérance à l'humidité, mais l'ensoleillement modéré et les zones ombragées sont favorables pour sa préférence pour la lumière filtrée.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;La jewel plant peut s'adapter au climat océanique humide de la Mayenne grâce à ses précipitations régulières et son humidité élevée, mais elle pourrait souffrir des hivers froids si bien protégée.;5 - La jewel plant peut s'adapter au climat océanique humide de la Mayenne grâce à ses précipitations régulières et son humidité élevée, mais elle pourrait souffrir des hivers froids si bien protégée.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique humide de la Mayenne est favorable pour Joseph's coat grâce à ses précipitations régulières et son humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison.;6 - Le climat océanique humide de la Mayenne est favorable pour Joseph's coat grâce à ses précipitations régulières et son humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;La lipstick plant préfère un ensoleillement élevé mais la Mayenne offre un ensoleillement modéré, et bien que tolérant à la sécheresse, elle est peu compatible avec l'humidité élevée de ce climat océanique.;5 - La lipstick plant préfère un ensoleillement élevé mais la Mayenne offre un ensoleillement modéré, et bien que tolérant à la sécheresse, elle est peu compatible avec l'humidité élevée de ce climat océanique.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La maidenhair fern s'adapte bien au climat océanique humide du Mayenne, grâce à ses précipitations régulières et son humidité élevée. Cependant, l'ensoleillement modéré et les zones fraîches ombragées limitent légèrement sa compatibilité.;7 - La maidenhair fern s'adapte bien au climat océanique humide du Mayenne, grâce à ses précipitations régulières et son humidité élevée. Cependant, l'ensoleillement modéré et les zones fraîches ombragées limitent légèrement sa compatibilité.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Cette plante est adaptée au climat océanique humide de la Mayenne grâce à son tolerance à la sécheresse, mais elle pourrait souffrir des hivers rigoureux et du faible ensoleillement modéré.;[7] - Cette plante est adaptée au climat océanique humide de la Mayenne grâce à son tolerance à la sécheresse, mais elle pourrait souffrir des hivers rigoureux et du faible ensoleillement modéré.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique humide de la Mayenne convient aux Natal lily grâce à ses précipitations régulières, mais l'ensoleillement modéré et les zones ombragées peuvent être moins favorables que le plein soleil préféré par la plante.;[6] - Le climat océanique humide de la Mayenne convient aux Natal lily grâce à ses précipitations régulières, mais l'ensoleillement modéré et les zones ombragées peuvent être moins favorables que le plein soleil préféré par la plante.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;7;La Nerve Plant est adaptée au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée qui correspondent à ses besoins. Cependant, l'ensoleillement modéré et les zones fraîches peuvent limiter son développement optimal.;7 - La Nerve Plant est adaptée au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée qui correspondent à ses besoins. Cependant, l'ensoleillement modéré et les zones fraîches peuvent limiter son développement optimal.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;L'onion peut s'adapter au climat océanique humide de la Mayenne grâce à son besoin modéré en arrosage et sa tolérance à l'humidité, mais elle pourrait souffrir des zones fraîches et ombragées qui ne fournissent pas un ensoleillement suffisant.;[6] - L'onion peut s'adapter au climat océanique humide de la Mayenne grâce à son besoin modéré en arrosage et sa tolérance à l'humidité, mais elle pourrait souffrir des zones fraîches et ombragées qui ne fournissent pas un ensoleillement suffisant.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La plante est adaptée aux précipitations régulières et l'humidité élevée du climat océanique humide de la Mayenne, mais elle pourrait souffrir de l'ensoleillement modéré et les zones fraîches et ombragées ne conviennent pas à sa préférence pour une lumière filtrée ou tamisée.;7 - La plante est adaptée aux précipitations régulières et l'humidité élevée du climat océanique humide de la Mayenne, mais elle pourrait souffrir de l'ensoleillement modéré et les zones fraîches et ombragées ne conviennent pas à sa préférence pour une lumière filtrée ou tamisée.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;L'ornamental pepper peut être cultivée en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;7 - L'ornamental pepper peut être cultivée en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;7;Le climat océanique humide de la Mayenne est favorable pour la parlor palm, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;7 - Le climat océanique humide de la Mayenne est favorable pour la parlor palm, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;Le peacock plant est inadapté au climat océanique humide de la Mayenne, car il ne tolère pas bien la sécheresse et préfèrerait un environnement plus tropical avec une humidité modérée.;[4] - Le peacock plant est inadapté au climat océanique humide de la Mayenne, car il ne tolère pas bien la sécheresse et préfèrerait un environnement plus tropical avec une humidité modérée.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;6;Le Persian violet peut s'adapter au climat océanique humide de la Mayenne grâce à son besoin modéré en arrosage et sa tolérance à l'humidité, mais il pourrait être limité par les zones fraîches et ombragées.;[6] - Le Persian violet peut s'adapter au climat océanique humide de la Mayenne grâce à son besoin modéré en arrosage et sa tolérance à l'humidité, mais il pourrait être limité par les zones fraîches et ombragées.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Philippine evergreen peut s'adapter au climat océanique humide de la Mayenne grâce à son tolérance à la sécheresse et sa capacité à supporter des humidités élevées, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison.;[6] - La Philippine evergreen peut s'adapter au climat océanique humide de la Mayenne grâce à son tolérance à la sécheresse et sa capacité à supporter des humidités élevées, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa floraison.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;5;Le poinsettia peut être cultivé en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais la faible tolérance au froid et la sensibilité à la sécheresse limitent sa compatibilité.;[5] - Le poinsettia peut être cultivé en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais la faible tolérance au froid et la sensibilité à la sécheresse limitent sa compatibilité.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La ponytail palm peut s'adapter au climat océanique humide du département de la Mayenne grâce à ses capacités de tolérance à la sécheresse et son arrosage modéré, mais l'humidité élevée et l'ensoleillement modéré peuvent nécessiter des ajustements dans son entretien.;[7] - La ponytail palm peut s'adapter au climat océanique humide du département de la Mayenne grâce à ses capacités de tolérance à la sécheresse et son arrosage modéré, mais l'humidité élevée et l'ensoleillement modéré peuvent nécessiter des ajustements dans son entretien.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le pothos peut être cultivé en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais il pourrait souffrir des hivers froids et de la modération de l'ensoleillement.;[6] - Le pothos peut être cultivé en extérieur dans la Mayenne grâce au climat océanique humide et l'humidité élevée, mais il pourrait souffrir des hivers froids et de la modération de l'ensoleillement.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Le climat océanique humide du département de la Mayenne est favorable pour le rabbit's foot fern, mais l'exposition aux zones fraîches et ombragées et les précipitations élevées peuvent nécessiter une protection contre l'excès d'humidité.;6 - Le climat océanique humide du département de la Mayenne est favorable pour le rabbit's foot fern, mais l'exposition aux zones fraîches et ombragées et les précipitations élevées peuvent nécessiter une protection contre l'excès d'humidité.
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;La rattlesnake plant préfère un climat tropical et une humidité constante, tandis que le climat océanique humide de la Mayenne offre des précipitations régulières mais est plus frais et moins ensoleillé.;5 - La rattlesnake plant préfère un climat tropical et une humidité constante, tandis que le climat océanique humide de la Mayenne offre des précipitations régulières mais est plus frais et moins ensoleillé.
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;7;La rex begonia est adaptée au climat océanique humide de la Mayenne grâce à son besoin modéré en humidité et sa capacité à tolérer des conditions ombragées, mais elle pourrait souffrir des températures fraîches pendant les hivers rigoureux.;7 - La rex begonia est adaptée au climat océanique humide de la Mayenne grâce à son besoin modéré en humidité et sa capacité à tolérer des conditions ombragées, mais elle pourrait souffrir des températures fraîches pendant les hivers rigoureux.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La Sago palm tolère bien la sécheresse et préfère un ensoleillement modéré, ce qui correspond aux conditions de Mayenne, mais l'humidité relativement élevée et les zones fraîches peuvent poser des défis.;6 - La Sago palm tolère bien la sécheresse et préfère un ensoleillement modéré, ce qui correspond aux conditions de Mayenne, mais l'humidité relativement élevée et les zones fraîches peuvent poser des défis.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;4;Le climat océanique humide de la Mayenne est trop frais et humide pour une plante tropicale comme le song of India, qui préfère un ensoleillement plus important et moins de précipitations.;[4] - Le climat océanique humide de la Mayenne est trop frais et humide pour une plante tropicale comme le song of India, qui préfère un ensoleillement plus important et moins de précipitations.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;6;Le spider plant préfère une lumière filtrée ou tamisée et un arrosage modéré, conditions favorables dans le climat océanique humide de la Mayenne. Cependant, ses faibles tolérances au sel et à la sécheresse limitent sa compatibilité.;6 - Le spider plant préfère une lumière filtrée ou tamisée et un arrosage modéré, conditions favorables dans le climat océanique humide de la Mayenne. Cependant, ses faibles tolérances au sel et à la sécheresse limitent sa compatibilité.
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le spotted laurel peut s'adapter au climat océanique humide de la Mayenne, mais son besoin fréquent d'arrosage et sa tolérance modérée à la lumière peuvent poser des défis dans les zones fraîches et ombragées.;[6] - Le spotted laurel peut s'adapter au climat océanique humide de la Mayenne, mais son besoin fréquent d'arrosage et sa tolérance modérée à la lumière peuvent poser des défis dans les zones fraîches et ombragées.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;8;La Sprenger's asparagus fern s'adapte bien au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée. Cependant, l'ensoleillement modéré et les zones fraîches peuvent nécessiter une certaine attention dans la sélection des emplacements de plantation.;8 - La Sprenger's asparagus fern s'adapte bien au climat océanique humide de la Mayenne, avec des précipitations régulières et une humidité élevée. Cependant, l'ensoleillement modéré et les zones fraîches peuvent nécessiter une certaine attention dans la sélection des emplacements de plantation.
