Plante;Description;Note;Details;Answer
fragrant dracaena;fragrant dracaena est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la fragrant dracaena grâce à son humidité modérée et ses précipitations régulières, mais l'ensoleillement est plus faible que ce que la plante préfère.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la fragrant dracaena grâce à son humidité modérée et ses précipitations régulières, mais l'ensoleillement est plus faible que ce que la plante préfère.
"giant elephant's ear,""giant elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.""";;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la giant elephant's ear grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance.;[6] - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la giant elephant's ear grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement modéré et les quelques zones fraîches peuvent limiter sa croissance.
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le golden pothos peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et une humidité modérée, mais il est sensible à la fraîcheur des forêts et ne tolère pas bien la sécheresse.**;**[6] - Le golden pothos peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et une humidité modérée, mais il est sensible à la fraîcheur des forêts et ne tolère pas bien la sécheresse.**
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La hot water plant peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle pourrait souffrir de la salinité en bord de mer et des zones fraîches en forêt.;[6] - La hot water plant peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle pourrait souffrir de la salinité en bord de mer et des zones fraîches en forêt.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la hybrid tuberous begonia grâce à une humidité suffisante et des précipitations modérées, mais la plante n'appréciera pas les zones fraîches et son manque de tolérance au sel en bord de mer.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la hybrid tuberous begonia grâce à une humidité suffisante et des précipitations modérées, mais la plante n'appréciera pas les zones fraîches et son manque de tolérance au sel en bord de mer.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;L'India rubber plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, mais la température plus fraîche et les précipitations modérées nécessitent une protection contre le froid et un arrosage régulier.;[6] - L'India rubber plant peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine, mais la température plus fraîche et les précipitations modérées nécessitent une protection contre le froid et un arrosage régulier.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;L'Indian rubberplant préfère un climat chaud et tolère la sécheresse, ce qui est partiellement compatible avec le climat océanique tempéré de l'Ille-et-Vilaine, mais l'humidité peut poser problème.;6 - L'Indian rubberplant préfère un climat chaud et tolère la sécheresse, ce qui est partiellement compatible avec le climat océanique tempéré de l'Ille-et-Vilaine, mais l'humidité peut poser problème.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;Cette plante est adaptée aux précipitations modérées et à l'humidité présente dans l'Ille-et-Vilaine, mais elle peut souffrir de l'ensoleillement modéré et de la salinité en bord de mer.;[4] - Cette plante est adaptée aux précipitations modérées et à l'humidité présente dans l'Ille-et-Vilaine, mais elle peut souffrir de l'ensoleillement modéré et de la salinité en bord de mer.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour Jacob's coat grâce à son humidité modérée et son ensoleillement, mais la plante pourrait souffrir des zones fraîches et de l'absence de sécheresse.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour Jacob's coat grâce à son humidité modérée et son ensoleillement, mais la plante pourrait souffrir des zones fraîches et de l'absence de sécheresse.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine offre des précipitations modérées et une humidité convenable, mais l'ensemble des conditions (ensoleillement modéré et quelques zones fraîches) rend la culture du jade plant modérément adaptée.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine offre des précipitations modérées et une humidité convenable, mais l'ensemble des conditions (ensoleillement modéré et quelques zones fraîches) rend la culture du jade plant modérément adaptée.
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La Japanese holly fern tolère bien la sécheresse et préférera un environnement humide modéré, compatible avec le climat océanique tempéré de l'Ille-et-Vilaine. Cependant, elle nécessite une lumière filtrée ou tamisée que l'ensoleillement modéré peut ne pas toujours fournir.;6 - La Japanese holly fern tolère bien la sécheresse et préférera un environnement humide modéré, compatible avec le climat océanique tempéré de l'Ille-et-Vilaine. Cependant, elle nécessite une lumière filtrée ou tamisée que l'ensoleillement modéré peut ne pas toujours fournir.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est adaptée aux précipitations modérées et l'humidité du climat océanique tempéré de l'Ille-et-Vilaine, mais son intolérance à la sécheresse et au sel peut limiter sa culture en extérieur dans certaines zones.;[6] - Cette plante est adaptée aux précipitations modérées et l'humidité du climat océanique tempéré de l'Ille-et-Vilaine, mais son intolérance à la sécheresse et au sel peut limiter sa culture en extérieur dans certaines zones.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;La jewel plant peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle est sensible à la sécheresse, ce qui limite sa compatibilité.;[5] - La jewel plant peut être cultivée en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais elle est sensible à la sécheresse, ce qui limite sa compatibilité.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;L'Ille-et-Vilaine offre un climat océanique tempéré favorable pour Joseph's coat, mais l'humidité modérée et les précipitations importantes peuvent poser des défis malgré la tolérance au sol salin et l'exposition en plein soleil.;[6] - L'Ille-et-Vilaine offre un climat océanique tempéré favorable pour Joseph's coat, mais l'humidité modérée et les précipitations importantes peuvent poser des défis malgré la tolérance au sol salin et l'exposition en plein soleil.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la lipstick plant grâce à ses précipitations modérées et son humidité présente, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la lipstick plant grâce à ses précipitations modérées et son humidité présente, mais l'ensoleillement modéré et les zones fraîches peuvent limiter sa croissance.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est adaptée au climat océanique tempéré de l'Ile-et-Vilaine grâce à son arrosage modéré et sa tolérance aux précipitations, mais sa sensibilité à la sécheresse peut poser des problèmes lors des périodes sètes.;[6] - Cette plante est adaptée au climat océanique tempéré de l'Ile-et-Vilaine grâce à son arrosage modéré et sa tolérance aux précipitations, mais sa sensibilité à la sécheresse peut poser des problèmes lors des périodes sètes.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;8;Ce climat océanique tempéré est favorable pour le meyer lemon, qui tolère la modération des précipitations et l'ensoleillement modéré, mais attention aux zones fraîches en forêt qui pourraient être moins adaptées.;[8] - Ce climat océanique tempéré est favorable pour le meyer lemon, qui tolère la modération des précipitations et l'ensoleillement modéré, mais attention aux zones fraîches en forêt qui pourraient être moins adaptées.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est adaptable mais l'humidité et la modération de l'ensoleillement en Ille-et-Vilaine ne sont pas idéales pour une exposition en plein soleil, bien que son tolerance à la sécheresse soit un atout.;[6] - Cette plante est adaptable mais l'humidité et la modération de l'ensoleillement en Ille-et-Vilaine ne sont pas idéales pour une exposition en plein soleil, bien que son tolerance à la sécheresse soit un atout.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est adaptée au climat océanique tempéré de l'Ille-et-Vilaine, mais sa sensibilité à la sécheresse et son faible tolérance au sel peuvent poser des défis dans certaines zones.;[6] - Cette plante est adaptée au climat océanique tempéré de l'Ille-et-Vilaine, mais sa sensibilité à la sécheresse et son faible tolérance au sel peuvent poser des défis dans certaines zones.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec suffisamment de précipitations et une humidité favorable. Cependant, son intolérance à la sécheresse pourrait poser des problèmes en cas de périodes sèches prolongées.;[7] - Cette plante est bien adaptée au climat océanique tempéré de l'Ille-et-Vilaine, avec suffisamment de précipitations et une humidité favorable. Cependant, son intolérance à la sécheresse pourrait poser des problèmes en cas de périodes sèches prolongées.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;3;L'orchidée est peu adaptée au climat océanique tempéré de l'Ille-et-Vilaine, car elle ne tolère pas bien la sécheresse et nécessite une humidité constante et des arrosages fréquents, ce qui peut être problématique en extérieur.;[3] - L'orchidée est peu adaptée au climat océanique tempéré de l'Ille-et-Vilaine, car elle ne tolère pas bien la sécheresse et nécessite une humidité constante et des arrosages fréquents, ce qui peut être problématique en extérieur.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à son ensoleillement modéré et ses précipitations modérées, mais sa sensibilité à la sécheresse pourrait poser problème dans certaines zones.;[6] - Cette plante est adaptée au climat océanique tempéré de l'Ille-et-Vilaine grâce à son ensoleillement modéré et ses précipitations modérées, mais sa sensibilité à la sécheresse pourrait poser problème dans certaines zones.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;La parlor palm est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et ses besoins en arrosage modéré, mais l'humidité présente et l'ensoleillement modéré peuvent poser des défis.;[6] - La parlor palm est modérément adaptée au climat océanique tempéré de l'Ille-et-Vilaine, grâce à sa tolérance à la sécheresse et ses besoins en arrosage modéré, mais l'humidité présente et l'ensoleillement modéré peuvent poser des défis.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;Le peacock plant n'est pas bien adapté au climat océanique tempéré de l'Ille-et-Vilaine, car il ne tolère pas la sécheresse et nécessite une humidité constante, ce qui est modérément satisfait par cette région.;[4] - Le peacock plant n'est pas bien adapté au climat océanique tempéré de l'Ille-et-Vilaine, car il ne tolère pas la sécheresse et nécessite une humidité constante, ce qui est modérément satisfait par cette région.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;4;Ce climat océanique tempéré est favorable aux Persian violets grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement limité et la possibilité de zones fraîches rendent la culture extérieure moins idéale.;[4] - Ce climat océanique tempéré est favorable aux Persian violets grâce à son humidité modérée et ses précipitations suffisantes, mais l'ensoleillement limité et la possibilité de zones fraîches rendent la culture extérieure moins idéale.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est adaptée aux conditions modestes de l'Ille-et-Vilaine grâce à son tolérance à la sécheresse et ses besoins modérés en arrosage, mais elle pourrait souffrir des hivers relativement froids de ce climat océanique tempéré.;**[6]** - Cette plante est adaptée aux conditions modestes de l'Ille-et-Vilaine grâce à son tolérance à la sécheresse et ses besoins modérés en arrosage, mais elle pourrait souffrir des hivers relativement froids de ce climat océanique tempéré.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;6;La poinsettia est peu adaptée au climat océanique tempéré de l'Ille-et-Vilaine, en raison de sa sensibilité à la fraîcheur et à l'humidité modérée, ainsi que son besoin d'une attention régulière qui peut être difficile à maintenir en extérieur.;6 - La poinsettia est peu adaptée au climat océanique tempéré de l'Ille-et-Vilaine, en raison de sa sensibilité à la fraîcheur et à l'humidité modérée, ainsi que son besoin d'une attention régulière qui peut être difficile à maintenir en extérieur.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La ponytail palm peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et sa capacité à supporter des précipitations modérées, mais elle pourrait souffrir des hivers frais dans les zones plus élevées.;[6] - La ponytail palm peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et sa capacité à supporter des précipitations modérées, mais elle pourrait souffrir des hivers frais dans les zones plus élevées.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le pothos peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais il pourrait souffrir des zones fraîches et de la salinité côtière.;6 - Le pothos peut être cultivé en extérieur dans l'Ille-et-Vilaine grâce au climat océanique tempéré et les précipitations modérées, mais il pourrait souffrir des zones fraîches et de la salinité côtière.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La rabbit's foot fern est adaptée aux précipitations modérées et à l'humidité de l'Ille-et-Vilaine, mais elle peut souffrir des températures fraîches dans certaines zones et n'est pas tolérante au sel près des côtes.;[6] - La rabbit's foot fern est adaptée aux précipitations modérées et à l'humidité de l'Ille-et-Vilaine, mais elle peut souffrir des températures fraîches dans certaines zones et n'est pas tolérante au sel près des côtes.
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Le rattlesnake plant peut s'adapter à l'humidité et au climat océanique tempéré de l'Ille-et-Vilaine, mais sa sensibilité à la sécheresse et son faible tolérance au sel rendent la culture extérieure délicate.;[6] - Le rattlesnake plant peut s'adapter à l'humidité et au climat océanique tempéré de l'Ille-et-Vilaine, mais sa sensibilité à la sécheresse et son faible tolérance au sel rendent la culture extérieure délicate.
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la rex begonia grâce à son humidité modérée et ses précipitations régulières, mais la plante pourrait souffrir des quelques zones fraîches et de l'ensoleillement modéré.;6 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour la rex begonia grâce à son humidité modérée et ses précipitations régulières, mais la plante pourrait souffrir des quelques zones fraîches et de l'ensoleillement modéré.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;La Sago palm peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et son besoin modéré en arrosage, mais elle pourrait souffrir des hivers frais dans les zones forêts.;8 - La Sago palm peut s'adapter au climat océanique tempéré de l'Ille-et-Vilaine grâce à son tolerance à la sécheresse et son besoin modéré en arrosage, mais elle pourrait souffrir des hivers frais dans les zones forêts.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique tempéré de l'Ile-et-Vilaine est modérément favorable pour la song of India, grâce à son ensoleillement modéré et ses précipitations modérées. Cependant, les zones fraîches et l'humidité peuvent poser des défis malgré sa tolérance à la sécheresse.;[6] - Le climat océanique tempéré de l'Ile-et-Vilaine est modérément favorable pour la song of India, grâce à son ensoleillement modéré et ses précipitations modérées. Cependant, les zones fraîches et l'humidité peuvent poser des défis malgré sa tolérance à la sécheresse.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;8;Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour le spider plant, offrant une humidité adéquate et des précipitations suffisantes, mais l'ensoleillement modéré et la faible tolérance au sel pourraient poser des défis.;8 - Le climat océanique tempéré de l'Ille-et-Vilaine est favorable pour le spider plant, offrant une humidité adéquate et des précipitations suffisantes, mais l'ensoleillement modéré et la faible tolérance au sel pourraient poser des défis.
