Plante;Description;Note;Details;Answer
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;Le rattlesnake plant est mal adapté aux Côtes-d'Armor en raison de la salinité du littoral et de l'humidité élevée, qui ne correspondent pas à ses besoins spécifiques.;[4] - Le rattlesnake plant est mal adapté aux Côtes-d'Armor en raison de la salinité du littoral et de l'humidité élevée, qui ne correspondent pas à ses besoins spécifiques.
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;7;La rex begonia est peu compatible avec le climat océanique humide des Côtes-d’Armor en raison de sa sensibilité à la sécheresse et son faible tolérance au sel, malgré un ensoleillement modéré et une humidité élevée.;7 - La rex begonia est peu compatible avec le climat océanique humide des Côtes-d’Armor en raison de sa sensibilité à la sécheresse et son faible tolérance au sel, malgré un ensoleillement modéré et une humidité élevée.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La Sago palm peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide et à la tolérance de la plante à la forte humidité, mais l'ensoleillement modéré et la présence de zones ombragées peuvent limiter sa croissance optimale.;[6] - La Sago palm peut être cultivée en extérieur dans les Côtes-d'Armor grâce au climat océanique humide et à la tolérance de la plante à la forte humidité, mais l'ensoleillement modéré et la présence de zones ombragées peuvent limiter sa croissance optimale.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La plante tolère bien la sécheresse et l'humidité, mais le manque de soleil et la salinité du littoral peuvent limiter sa croissance.;[6] - La plante tolère bien la sécheresse et l'humidité, mais le manque de soleil et la salinité du littoral peuvent limiter sa croissance.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;5;La spider plant préfère une lumière filtrée ou tamisée et une humidité élevée, ce qui correspond bien au climat océanique humide des Côtes-d'Armor. Cependant, sa faible tolérance au sel et la salinité présente sur le littoral exposé aux embruns peuvent poser problème.;5 - La spider plant préfère une lumière filtrée ou tamisée et une humidité élevée, ce qui correspond bien au climat océanique humide des Côtes-d'Armor. Cependant, sa faible tolérance au sel et la salinité présente sur le littoral exposé aux embruns peuvent poser problème.
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;7;Le spotted laurel s'adapte bien au climat océanique humide des Côtes-d'Armor grâce à son tolérance à la sécheresse et ses besoins modérés en ensoleillement, mais la salinité du littoral exposé peut poser problème.;7 - Le spotted laurel s'adapte bien au climat océanique humide des Côtes-d'Armor grâce à son tolérance à la sécheresse et ses besoins modérés en ensoleillement, mais la salinité du littoral exposé peut poser problème.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Sprenger's asparagus fern peut s’adapter au climat océanique humide des Côtes-d’Armor, mais la salinité présente sur le littoral et les zones ombragées peuvent poser des défis.;[6] - La Sprenger's asparagus fern peut s’adapter au climat océanique humide des Côtes-d’Armor, mais la salinité présente sur le littoral et les zones ombragées peuvent poser des défis.
St. Bernard's lily;St. Bernard's lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;6;Le St. Bernard's lily tolère la pluviométrie abondante et l'humidité des Côtes-d'Armor, mais la salinité du littoral et l'ensoleillement modéré peuvent poser problème.;[6] - Le St. Bernard's lily tolère la pluviométrie abondante et l'humidité des Côtes-d'Armor, mais la salinité du littoral et l'ensoleillement modéré peuvent poser problème.
"stalked aeonium,""stalked aeonium est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.""";;7;Le stalked aeonium peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la sécheresse et son arrosage modéré, mais l'humidité élevée et les zones ombragées peuvent poser des défis.;7 - Le stalked aeonium peut s'adapter au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la sécheresse et son arrosage modéré, mais l'humidité élevée et les zones ombragées peuvent poser des défis.
striped dracaena;striped dracaena est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La striped dracaena peut tolérer la forte humidité et l'ensoleillement modéré des Côtes-d'Armor, mais sa faible tolérance au sel limitera sa culture près du littoral exposé aux embruns.;6 - La striped dracaena peut tolérer la forte humidité et l'ensoleillement modéré des Côtes-d'Armor, mais sa faible tolérance au sel limitera sa culture près du littoral exposé aux embruns.
trailing snapdragon;trailing snapdragon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Ce trailing snapdragon peut être cultivé en extérieur dans les Côtes-d’Armor grâce au climat océanique et à la modération de l'ensoleillement, mais la forte humidité et la salinité sur le littoral posent des défis.;[6] - Ce trailing snapdragon peut être cultivé en extérieur dans les Côtes-d’Armor grâce au climat océanique et à la modération de l'ensoleillement, mais la forte humidité et la salinité sur le littoral posent des défis.
umbrella plant;umbrella plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La plante est bien adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la forte humidité et à son arrosage modéré, mais l'ensoleillement modéré et les zones ombragées pourraient limiter sa croissance.;[6] - La plante est bien adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la forte humidité et à son arrosage modéré, mais l'ensoleillement modéré et les zones ombragées pourraient limiter sa croissance.
urn plant;urn plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Cette plante est adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la haute humidité et aux précipitations abondantes, mais elle peut être limitée par l'ensoleillement modéré et les zones ombragées.;6 - Cette plante est adaptée au climat océanique humide des Côtes-d'Armor grâce à sa tolérance à la haute humidité et aux précipitations abondantes, mais elle peut être limitée par l'ensoleillement modéré et les zones ombragées.
Venus fly trap;Venus fly trap est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;5;La Venus fly trap préfère un ensoleillement élevé et une forte humidité, conditions que les Côtes-d'Armor offrent, mais la salinité du littoral et l'ensoleillement modéré rendent la culture moins favorable.;[5] - La Venus fly trap préfère un ensoleillement élevé et une forte humidité, conditions que les Côtes-d'Armor offrent, mais la salinité du littoral et l'ensoleillement modéré rendent la culture moins favorable.
wax begonia;wax begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Le wax begonia est modérément adapté au climat océanique humide des Côtes-d'Armor, mais la forte humidité et la salinité du littoral rendent sa culture en extérieur délicate.;[6] - Le wax begonia est modérément adapté au climat océanique humide des Côtes-d'Armor, mais la forte humidité et la salinité du littoral rendent sa culture en extérieur délicate.
weeping fig;weeping fig est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Le weeping fig est peu compatible avec les Côtes-d'Armor en raison de la salinité présente sur le littoral, qu'il ne tolère pas bien, et du climat océanique humide qui peut être trop favorable pour une plante d'intérieur tropicale.;[5] - Le weeping fig est peu compatible avec les Côtes-d'Armor en raison de la salinité présente sur le littoral, qu'il ne tolère pas bien, et du climat océanique humide qui peut être trop favorable pour une plante d'intérieur tropicale.
zebra plant;zebra plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;5;La zebra plant peut s’adapter au climat océanique humide des Côtes-d’Armor grâce à sa tolérance à la sécheresse et ses besoins modérés en ensoleillement, mais la salinité côtière et l'humidité élevée peuvent poser des problèmes.;[5] - La zebra plant peut s’adapter au climat océanique humide des Côtes-d’Armor grâce à sa tolérance à la sécheresse et ses besoins modérés en ensoleillement, mais la salinité côtière et l'humidité élevée peuvent poser des problèmes.
