Plante;Description;Note;Details;Answer
fragrant dracaena;fragrant dracaena est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La fragrant dracaena est partiellement adaptée au Maine-et-Loire en raison du climat océanique et des précipitations modérées, mais elle pourrait souffrir des températures plus froides hivernales et de l'ensoleillement modéré.;[6] - La fragrant dracaena est partiellement adaptée au Maine-et-Loire en raison du climat océanique et des précipitations modérées, mais elle pourrait souffrir des températures plus froides hivernales et de l'ensoleillement modéré.
"giant elephant's ear,""giant elephant's ear est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle possède des épines, ce qui nécessite de la prudence. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.""";;6;La plante peut tolérer la fraîcheur et l'humidité du climat océanique mais risque de souffrir des hivers rigoureux et du manque de chaleur estivale.;[6] - La plante peut tolérer la fraîcheur et l'humidité du climat océanique mais risque de souffrir des hivers rigoureux et du manque de chaleur estivale.
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Le golden pothos est peu adapté au Maine-et-Loire en raison du climat océanique et des températures plus fraîches, malgré une humidité modérée favorable.;[5] - Le golden pothos est peu adapté au Maine-et-Loire en raison du climat océanique et des températures plus fraîches, malgré une humidité modérée favorable.
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;La hot water plant est sensible à la sécheresse et au sel, ce qui n'est pas favorable dans le Maine-et-Loire où le climat océanique à tendance continentale est modéré en précipitations et peu salin.;4 - La hot water plant est sensible à la sécheresse et au sel, ce qui n'est pas favorable dans le Maine-et-Loire où le climat océanique à tendance continentale est modéré en précipitations et peu salin.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;5;Cette plante est adaptée aux précipitations et humidité modérées du Maine-et-Loire, mais son intolerance à la sécheresse et ses besoins en arrosage modéré limitent sa compatibilité avec le climat océanique à tendance continentale.;[5] - Cette plante est adaptée aux précipitations et humidité modérées du Maine-et-Loire, mais son intolerance à la sécheresse et ses besoins en arrosage modéré limitent sa compatibilité avec le climat océanique à tendance continentale.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique du Maine-et-Loire est modéré et frais, ce qui peut convenir à l'India rubber plant, mais l'ensoleillement est inférieur aux besoins de la plante tropicale.;6 - Le climat océanique du Maine-et-Loire est modéré et frais, ce qui peut convenir à l'India rubber plant, mais l'ensoleillement est inférieur aux besoins de la plante tropicale.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est adaptée au climat océanique du Maine-et-Loire grâce à son ensoleillement modéré et ses précipitations modérées, mais la fraîcheur localisée peut poser des défis.;[6] - Cette plante est adaptée au climat océanique du Maine-et-Loire grâce à son ensoleillement modéré et ses précipitations modérées, mais la fraîcheur localisée peut poser des défis.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;Cette plante est sensible à la sécheresse et préfère une lumière filtrée, ce qui est compatible avec l'humidité modérée et l'ensoleillement modéré du Maine-et-Loire. Cependant, les températures fraîches des forêts locales peuvent poser un défi.;[5] - Cette plante est sensible à la sécheresse et préfère une lumière filtrée, ce qui est compatible avec l'humidité modérée et l'ensoleillement modéré du Maine-et-Loire. Cependant, les températures fraîches des forêts locales peuvent poser un défi.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Ce climat océanique à tendance continentale convient modérément à Jacob's coat, mais l'humidité et la fraîcheur locale peuvent nécessiter des arrosages réguliers pour compenser sa faible tolérance à la sécheresse.;[6] - Ce climat océanique à tendance continentale convient modérément à Jacob's coat, mais l'humidité et la fraîcheur locale peuvent nécessiter des arrosages réguliers pour compenser sa faible tolérance à la sécheresse.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le jade plant peut s'adapter au Maine-et-Loire grâce à son climat océanique et modéré, mais la fraîcheur localisée et l'humidité peuvent poser des défis à cette plante peu tolérante à la sécheresse.**;**[6] - Le jade plant peut s'adapter au Maine-et-Loire grâce à son climat océanique et modéré, mais la fraîcheur localisée et l'humidité peuvent poser des défis à cette plante peu tolérante à la sécheresse.**
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La Japanese holly fern est compatible avec le climat océanique à tendance continentale du Maine-et-Loire grâce à son tolerance à la fraîcheur et les précipitations modérées, mais elle pourrait souffrir de l'ensoleillement limité.;[6] - La Japanese holly fern est compatible avec le climat océanique à tendance continentale du Maine-et-Loire grâce à son tolerance à la fraîcheur et les précipitations modérées, mais elle pourrait souffrir de l'ensoleillement limité.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Ce fern préfère des conditions tempérées et une humidité modérée, ce qui est compatible avec le climat océanique du Maine-et-Loire. Cependant, la fraîcheur localisée dans les forêts et l'ensoleillement modéré peuvent nécessiter une protection contre des températures trop basses en hiver.;[5] - Ce fern préfère des conditions tempérées et une humidité modérée, ce qui est compatible avec le climat océanique du Maine-et-Loire. Cependant, la fraîcheur localisée dans les forêts et l'ensoleillement modéré peuvent nécessiter une protection contre des températures trop basses en hiver.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;8;La jewel plant s'adapte bien au climat océanique et modérément continental du Maine-et-Loire, grâce à l'humidité et les précipitations suffisantes. Cependant, elle pourrait être sensible aux fraîcheurs localisées des forêts.;8 - La jewel plant s'adapte bien au climat océanique et modérément continental du Maine-et-Loire, grâce à l'humidité et les précipitations suffisantes. Cependant, elle pourrait être sensible aux fraîcheurs localisées des forêts.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;5;La Joseph's coat peut être cultivée en extérieur dans le Maine-et-Loire grâce au climat océanique et l'humidité modérée, mais elle pourrait souffrir de la fraîur localisée et de la modération de l'ensoleillement.;[5] - La Joseph's coat peut être cultivée en extérieur dans le Maine-et-Loire grâce au climat océanique et l'humidité modérée, mais elle pourrait souffrir de la fraîur localisée et de la modération de l'ensoleillement.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La lipstick plant est adaptable mais préfère des conditions plus chaudes et sèches que celles du climat océanique à tendance continentale du Maine-et-Loire, où l'humidité modérée et la fraîcheur localisée peuvent poser des défis.;6 - La lipstick plant est adaptable mais préfère des conditions plus chaudes et sèches que celles du climat océanique à tendance continentale du Maine-et-Loire, où l'humidité modérée et la fraîcheur localisée peuvent poser des défis.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Ce fern est adaptable aux conditions modérées du Maine-et-Loire, mais la fraîcheur localisée et l'humidité modérée nécessitent une protection contre les excès de froid.;[6] - Ce fern est adaptable aux conditions modérées du Maine-et-Loire, mais la fraîcheur localisée et l'humidité modérée nécessitent une protection contre les excès de froid.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;8;La Meyer lemon peut s'adapter au Maine-et-Loire grâce à son climat océanique et modéré, bien que l'ensoleillement soit un peu inférieur à ses préférences, la tolérance à la fraîcheur et la faiblesse de salinité sont favorables.;8 - La Meyer lemon peut s'adapter au Maine-et-Loire grâce à son climat océanique et modéré, bien que l'ensoleillement soit un peu inférieur à ses préférences, la tolérance à la fraîcheur et la faiblesse de salinité sont favorables.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Natal lily est adaptée au Maine-et-Loire grâce à son climat océanique et ses précipitations modérées, mais elle peut souffrir de la fraîcheur localisée dans les forêts.;[6] - La Natal lily est adaptée au Maine-et-Loire grâce à son climat océanique et ses précipitations modérées, mais elle peut souffrir de la fraîcheur localisée dans les forêts.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;6;Ce plante est modérément adaptée au Maine-et-Loire grâce à son climat océanique et ses précipitations modérées, mais sa sensibilité à la sécheresse limite sa compatibilité.;[6] - Ce plante est modérément adaptée au Maine-et-Loire grâce à son climat océanique et ses précipitations modérées, mais sa sensibilité à la sécheresse limite sa compatibilité.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;8;L'onion peut s'adapter au climat océanique du Maine-et-Loire grâce à une humidité modérée et des précipitations suffisantes, mais il doit être protégé contre la fraîcheur des forêts locales.;8 - L'onion peut s'adapter au climat océanique du Maine-et-Loire grâce à une humidité modérée et des précipitations suffisantes, mais il doit être protégé contre la fraîcheur des forêts locales.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;3;Cette orchidée est mal adaptée au Maine-et-Loire en extérieur car elle préfère une lumière filtrée ou tamisée et ne tolère pas la sécheresse, bien que l'humidité soit modérée dans cette région.;[3] - Cette orchidée est mal adaptée au Maine-et-Loire en extérieur car elle préfère une lumière filtrée ou tamisée et ne tolère pas la sécheresse, bien que l'humidité soit modérée dans cette région.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Ce département a un climat océanique à tendance continentale favorable pour l'ornamental pepper, mais la fraîcheur localisée et les précipitations modérées peuvent nécessiter une attention particulière à l'arrosage.;[6] - Ce département a un climat océanique à tendance continentale favorable pour l'ornamental pepper, mais la fraîcheur localisée et les précipitations modérées peuvent nécessiter une attention particulière à l'arrosage.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;5;La parlor palm est adaptée au Maine-et-Loire grâce à son climat océanique modéré et sa tolérance à la fraîcheur, mais l'ensoleillement réduit et les précipitations peuvent nécessiter des ajustements.;5 - La parlor palm est adaptée au Maine-et-Loire grâce à son climat océanique modéré et sa tolérance à la fraîcheur, mais l'ensoleillement réduit et les précipitations peuvent nécessiter des ajustements.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Le peacock plant est mal adapté au Maine-et-Loire en raison de son climat océanique à tendance continentale, qui n'est pas idéal pour une plante tropicale non tolérante à la sécheresse et peu tolérante au sel.;[6] - Le peacock plant est mal adapté au Maine-et-Loire en raison de son climat océanique à tendance continentale, qui n'est pas idéal pour une plante tropicale non tolérante à la sécheresse et peu tolérante au sel.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;6;Le Persian violet peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire, avec un ensoleillement modéré et des précipitations suffisantes. Cependant, sa sensibilité à la sécheresse peut poser problème dans les périodes estivales.;6 - Le Persian violet peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire, avec un ensoleillement modéré et des précipitations suffisantes. Cependant, sa sensibilité à la sécheresse peut poser problème dans les périodes estivales.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Philippine evergreen peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire, mais la fraîcheur localisée et l'ensoleillement modéré peuvent limiter sa croissance.;[6] - La Philippine evergreen peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire, mais la fraîcheur localisée et l'ensoleillement modéré peuvent limiter sa croissance.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;6;La poinsettia est adaptable à différents niveaux de lumière mais ne tolère pas bien la sécheresse, ce qui peut être un problème dans des conditions océaniques à tendance continentale avec des précipitations modérées.;6 - La poinsettia est adaptable à différents niveaux de lumière mais ne tolère pas bien la sécheresse, ce qui peut être un problème dans des conditions océaniques à tendance continentale avec des précipitations modérées.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le ponytail palm est compatible avec le climat océanique à tendance continentale du Maine-et-Loire, mais la fraîcheur localisée et l'humidité modérée peuvent nécessiter une attention particulière.;[6] - Le ponytail palm est compatible avec le climat océanique à tendance continentale du Maine-et-Loire, mais la fraîcheur localisée et l'humidité modérée peuvent nécessiter une attention particulière.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;5;Le pothos est mal adapté au Maine-et-Loire car il ne tolère pas bien la fraîcheur des forêts et a besoin d'un climat plus chaud et humide que celui, modéré et frais, de cette région.;[5] - Le pothos est mal adapté au Maine-et-Loire car il ne tolère pas bien la fraîcheur des forêts et a besoin d'un climat plus chaud et humide que celui, modéré et frais, de cette région.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;3;La rabbit's foot fern est mal adaptée au Maine-et-Loire en raison du climat océanique et continental qui ne correspond pas à ses origines tropicales et sa sensibilité à la sécheresse.;3 - La rabbit's foot fern est mal adaptée au Maine-et-Loire en raison du climat océanique et continental qui ne correspond pas à ses origines tropicales et sa sensibilité à la sécheresse.
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;3;La rattlesnake plant préfère un climat tropical et ne tolère pas bien la sécheresse, ce qui la rend moins adaptée au climat océanique à tendance continentale du Maine-et-Loire.;[3] - La rattlesnake plant préfère un climat tropical et ne tolère pas bien la sécheresse, ce qui la rend moins adaptée au climat océanique à tendance continentale du Maine-et-Loire.
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;5;La rex begonia peut être cultivée en extérieur dans le Maine-et-Loire, grâce au climat océanique et les précipitations modérées, mais elle pourrait souffrir des frais localisés et de l'ensoleillement modéré.;[5] - La rex begonia peut être cultivée en extérieur dans le Maine-et-Loire, grâce au climat océanique et les précipitations modérées, mais elle pourrait souffrir des frais localisés et de l'ensoleillement modéré.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;La Sago palm est adaptée au Maine-et-Loire grâce à son climat océanique et modéré, mais elle pourrait souffrir des hivers frais localisés dans les forêts.;5 - La Sago palm est adaptée au Maine-et-Loire grâce à son climat océanique et modéré, mais elle pourrait souffrir des hivers frais localisés dans les forêts.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Cette plante tropicale tolère bien la sécheresse et l'ensoleillement modéré du Maine-et-Loire, mais la fraîcheur localisée et le climat océanique peuvent rendre la culture extérieure difficile.;[5] - Cette plante tropicale tolère bien la sécheresse et l'ensoleillement modéré du Maine-et-Loire, mais la fraîcheur localisée et le climat océanique peuvent rendre la culture extérieure difficile.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;6;La spider plant préfère un environnement avec une humidité modérée et un ensoleillement filtré, compatibles avec le climat océanique du Maine-et-Loire, mais sa sensibilité à la sécheresse et au sel peut poser des défis.;6 - La spider plant préfère un environnement avec une humidité modérée et un ensoleillement filtré, compatibles avec le climat océanique du Maine-et-Loire, mais sa sensibilité à la sécheresse et au sel peut poser des défis.
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;8;Le spotted laurel peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire grâce à sa tolérance à la sécheresse et ses besoins modérés en lumière, bien que l'humidité soit légèrement supérieure à ses préférences.;8 - Le spotted laurel peut s'adapter au climat océanique à tendance continentale du Maine-et-Loire grâce à sa tolérance à la sécheresse et ses besoins modérés en lumière, bien que l'humidité soit légèrement supérieure à ses préférences.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Cette plante est bien adaptée au climat océanique du Maine-et-Loire grâce à une humidité modérée et des précipitations suffisantes, mais l'ensoleillement limité peut entraver sa croissance.;[6] - Cette plante est bien adaptée au climat océanique du Maine-et-Loire grâce à une humidité modérée et des précipitations suffisantes, mais l'ensoleillement limité peut entraver sa croissance.
