Plante;Description;Note;Details;Answer
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;Le golden pothos peut s'adapter au climat océanique de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais sa tolérance limitée au sel et au froid peut poser des problèmes sur le littoral.;[7] - Le golden pothos peut s'adapter au climat océanique de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais sa tolérance limitée au sel et au froid peut poser des problèmes sur le littoral.
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La hot water plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral.;[6] - La hot water plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'hybrid tuberous begonia qui ne tolère pas la sécheresse. Cependant, l'influence maritime et la salinité marquée sur le littoral rendent cette région partiellement incompatible en raison de sa faible tolérance au sel.;[6] - La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'hybrid tuberous begonia qui ne tolère pas la sécheresse. Cependant, l'influence maritime et la salinité marquée sur le littoral rendent cette région partiellement incompatible en raison de sa faible tolérance au sel.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Ce plante préfère les climats tropicaux et est tolérante à la sécheresse, ce qui correspond partiellement au climat océanique doux et humidifié de la Loire-Atlantique. Cependant, sa faible tolérance au sel limite sa culture en bord de mer.;[6] - Ce plante préfère les climats tropicaux et est tolérante à la sécheresse, ce qui correspond partiellement au climat océanique doux et humidifié de la Loire-Atlantique. Cependant, sa faible tolérance au sel limite sa culture en bord de mer.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La Loire-Atlantique offre un climat océanique doux et une humidité moyenne à élevée, favorables à l'Indian rubberplant. Cependant, la salinité marquée sur le littoral et l'ensoleillement modéré sont des facteurs à considérer pour sa culture en extérieur.;[7] - La Loire-Atlantique offre un climat océanique doux et une humidité moyenne à élevée, favorables à l'Indian rubberplant. Cependant, la salinité marquée sur le littoral et l'ensoleillement modéré sont des facteurs à considérer pour sa culture en extérieur.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'Iron Cross Begonia. Cependant, la salinité marquée sur le littoral et les précisions de l'arrosage modéré nécessaires peuvent poser des défis.;[6] - La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'Iron Cross Begonia. Cependant, la salinité marquée sur le littoral et les précisions de l'arrosage modéré nécessaires peuvent poser des défis.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La Jacob's coat préfère un climat océanique et une humidité élevée, ce qui correspond bien au Loire-Atlantique. Cependant, la salinité marquée sur le littoral peut poser problème du fait de sa faible tolérance au sel.;6 - La Jacob's coat préfère un climat océanique et une humidité élevée, ce qui correspond bien au Loire-Atlantique. Cependant, la salinité marquée sur le littoral peut poser problème du fait de sa faible tolérance au sel.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;La jade plant n'est pas adaptée au climat océanique doux de la Loire-Atlantique en raison de sa faible tolérance au sel et de son besoin en ensoleillement, qui peut être insuffisant dans les zones ombragées.;6 - La jade plant n'est pas adaptée au climat océanique doux de la Loire-Atlantique en raison de sa faible tolérance au sel et de son besoin en ensoleillement, qui peut être insuffisant dans les zones ombragées.
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La Japanese holly fern peut s'adapter au climat océanique doux de la Loire-Atlantique, bénéficiant d'une humidité élevée et des précipitations fréquentes, mais elle pourrait nécessiter une protection contre l'exposition directe du sel sur le littoral.;[7] - La Japanese holly fern peut s'adapter au climat océanique doux de la Loire-Atlantique, bénéficiant d'une humidité élevée et des précipitations fréquentes, mais elle pourrait nécessiter une protection contre l'exposition directe du sel sur le littoral.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le Japanese painted fern est compatible avec le climat océanique doux de la Loire-Atlantique, grâce à l'humidité élevée et les précipitations fréquentes, mais la salinité marquée sur le littoral peut poser problème.;[6] - Le Japanese painted fern est compatible avec le climat océanique doux de la Loire-Atlantique, grâce à l'humidité élevée et les précipitations fréquentes, mais la salinité marquée sur le littoral peut poser problème.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La jewel plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle est sensible à la sécheresse et nécessiterait une attention particulière pour l'arrosage.;6 - La jewel plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle est sensible à la sécheresse et nécessiterait une attention particulière pour l'arrosage.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Joseph's coat peut être cultivée en Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral et les zones ombragées.;[6] - Joseph's coat peut être cultivée en Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir de la salinité marquée sur le littoral et les zones ombragées.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;La lipstick plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir des précipitations fréquentes et de la salinité maritime sur le littoral.;[6] - La lipstick plant peut être cultivée en extérieur dans la Loire-Atlantique grâce au climat océanique doux et l'humidité élevée, mais elle pourrait souffrir des précipitations fréquentes et de la salinité maritime sur le littoral.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La maidenhair fern s'adapte bien au climat océanique doux de la Loire-Atlantique, grâce à son humidité élevée et ses précipitations fréquentes, mais sa sensibilité à la sécheresse et au sel limite quelque peu sa compatibilité.;7 - La maidenhair fern s'adapte bien au climat océanique doux de la Loire-Atlantique, grâce à son humidité élevée et ses précipitations fréquentes, mais sa sensibilité à la sécheresse et au sel limite quelque peu sa compatibilité.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;Le meyer lemon peut s'adapter au climat océanique doux de la Loire-Atlantique, mais l'humidité élevée et les précipitations fréquentes nécessitent une vigilance pour éviter l'excès d'eau, malgré sa tolérance à la sécheresse.;[7] - Le meyer lemon peut s'adapter au climat océanique doux de la Loire-Atlantique, mais l'humidité élevée et les précipitations fréquentes nécessitent une vigilance pour éviter l'excès d'eau, malgré sa tolérance à la sécheresse.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;Le climat océanique doux de la Loire-Atlantique, avec son ensoleillement correct et son humidité élevée, convient à la Natal lily. Cependant, la salinité marquée sur le littoral peut poser des problèmes en raison de sa faible tolérance au sel.;7 - Le climat océanique doux de la Loire-Atlantique, avec son ensoleillement correct et son humidité élevée, convient à la Natal lily. Cependant, la salinité marquée sur le littoral peut poser des problèmes en raison de sa faible tolérance au sel.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique doux et l'humidité élevée de la Loire-Atlantique conviennent à la Nerve Plant, mais sa salinité marquée sur le littoral et son ensoleillement correct peuvent poser des défis.;[6] - Le climat océanique doux et l'humidité élevée de la Loire-Atlantique conviennent à la Nerve Plant, mais sa salinité marquée sur le littoral et son ensoleillement correct peuvent poser des défis.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La Loire-Atlantique offre un climat océanique doux avec une humidité élevée et des précipitations fréquentes, favorable pour l'onion. Cependant, la salinité marquée sur le littoral peut poser des problèmes si la plante est cultivée près de la côte, mais son tolérance aux environnements légèrement salins permet une certaine adaptation.;[7] - La Loire-Atlantique offre un climat océanique doux avec une humidité élevée et des précipitations fréquentes, favorable pour l'onion. Cependant, la salinité marquée sur le littoral peut poser des problèmes si la plante est cultivée près de la côte, mais son tolérance aux environnements légèrement salins permet une certaine adaptation.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable aux orchidées. Cependant, l'ensoleillement est modéré et la plante ne tolère pas bien la sécheresse.;[7] - La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable aux orchidées. Cependant, l'ensoleillement est modéré et la plante ne tolère pas bien la sécheresse.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'ormental pepper qui ne tolère pas la sécheresse. Cependant, la salinité marquée sur le littoral peut poser problème car la plante est peu tolérante au sel.;[6] - La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour l'ormental pepper qui ne tolère pas la sécheresse. Cependant, la salinité marquée sur le littoral peut poser problème car la plante est peu tolérante au sel.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;7;Le parlor palm peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à une humidité élevée et un ensoleillement modéré, mais sa tolérance au sel est faible, limitant sa compatibilité avec le littoral salin.;[7] - Le parlor palm peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à une humidité élevée et un ensoleillement modéré, mais sa tolérance au sel est faible, limitant sa compatibilité avec le littoral salin.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;7;Le peacock plant peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son ensoleillement correct et son humidité élevée, mais sa sensibilité à la sécheresse et au sel limite sa compatibilité.;7 - Le peacock plant peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son ensoleillement correct et son humidité élevée, mais sa sensibilité à la sécheresse et au sel limite sa compatibilité.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;7;La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour le Persian violet qui ne tolère pas bien la sécheresse. Cependant, l'ensoleillement correct et la salinité marquée sur le littoral peuvent limiter son adaptation.;7 - La Loire-Atlantique offre un climat océanique doux et une humidité élevée, favorable pour le Persian violet qui ne tolère pas bien la sécheresse. Cependant, l'ensoleillement correct et la salinité marquée sur le littoral peuvent limiter son adaptation.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;La Philippine evergreen s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais la salinité marquée sur le littoral et les zones ombragées peuvent poser des défis.;[7] - La Philippine evergreen s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais la salinité marquée sur le littoral et les zones ombragées peuvent poser des défis.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;6;La poinsettia est peu tolérante au sel et ne supporte pas bien la sécheresse, ce qui peut poser problème dans les zones salines et humides du Loire-Atlantique. Cependant, l'humidité élevée et l'ensoleillement modéré de cette région peuvent être favorables à sa culture en extérieur.;6 - La poinsettia est peu tolérante au sel et ne supporte pas bien la sécheresse, ce qui peut poser problème dans les zones salines et humides du Loire-Atlantique. Cependant, l'humidité élevée et l'ensoleillement modéré de cette région peuvent être favorables à sa culture en extérieur.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La ponytail palm est adaptée au climat océanique doux de la Loire-Atlantique grâce à son tolérance à la sécheresse et sa capacité à s’adapter à différents niveaux de lumière, mais la salinité marquée sur le littoral peut poser des problèmes.;[7] - La ponytail palm est adaptée au climat océanique doux de la Loire-Atlantique grâce à son tolérance à la sécheresse et sa capacité à s’adapter à différents niveaux de lumière, mais la salinité marquée sur le littoral peut poser des problèmes.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le pothos peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son bon niveau d'humidité et à ses précipitations fréquentes, mais il pourrait être sensible à la salinité marquée sur le littoral.;[6] - Le pothos peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son bon niveau d'humidité et à ses précipitations fréquentes, mais il pourrait être sensible à la salinité marquée sur le littoral.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;4;Ce climat océanique doux n'est pas idéal pour la rabbit's foot fern, car elle ne tolère pas bien la sécheresse et est peu tolérante au sel présent sur le littoral.;[4] - Ce climat océanique doux n'est pas idéal pour la rabbit's foot fern, car elle ne tolère pas bien la sécheresse et est peu tolérante au sel présent sur le littoral.
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;La rattlesnake plant est mal adaptée aux conditions extérieures de la Loire-Atlantique en raison de son intolérance à la sécheresse et sa faible tolérance au sel, bien que le climat océanique et l'humidité élevée soient favorables.;6 - La rattlesnake plant est mal adaptée aux conditions extérieures de la Loire-Atlantique en raison de son intolérance à la sécheresse et sa faible tolérance au sel, bien que le climat océanique et l'humidité élevée soient favorables.
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La rex begonia peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais elle pourrait souffrir de la salinité marquée sur le littoral.;[6] - La rex begonia peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son humidité élevée et ses précipitations fréquentes, mais elle pourrait souffrir de la salinité marquée sur le littoral.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La Sago palm peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son tolerance à l'humidité et à une salinité marquée, mais elle pourrait être limitée par les zones ombragées et les précipitations fréquentes.;7 - La Sago palm peut s'adapter au climat océanique doux de la Loire-Atlantique grâce à son tolerance à l'humidité et à une salinité marquée, mais elle pourrait être limitée par les zones ombragées et les précipitations fréquentes.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La song of India peut tolérer la salinité et l'humidité élevée de la Loire-Atlantique, mais son exposition en plein soleil et son faible besoin en arrosage peuvent être limités par les zones ombragées locales.;7 - La song of India peut tolérer la salinité et l'humidité élevée de la Loire-Atlantique, mais son exposition en plein soleil et son faible besoin en arrosage peuvent être limités par les zones ombragées locales.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;7;La spider plant s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais son intolerance au sel et sa préférence pour une lumière filtrée limitent sa culture en extérieur.;7 - La spider plant s'adapte bien au climat océanique doux et humide de la Loire-Atlantique, mais son intolerance au sel et sa préférence pour une lumière filtrée limitent sa culture en extérieur.
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;7;Le spotted laurel peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son besoin d'arrosage fréquent et sa faible tolérance au sel limitent légèrement sa compatibilité avec les conditions locales.;[7] - Le spotted laurel peut s'adapter au climat océanique doux de la Loire-Atlantique, mais son besoin d'arrosage fréquent et sa faible tolérance au sel limitent légèrement sa compatibilité avec les conditions locales.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;Cette plante est adaptée au climat océanique doux de la Loire-Atlantique, grâce à son tolerance à l'humidité et sa capacité à s'adapter à différents niveaux de lumière. Cependant, sa faible tolérance au sel peut poser problème sur le littoral.;[7] - Cette plante est adaptée au climat océanique doux de la Loire-Atlantique, grâce à son tolerance à l'humidité et sa capacité à s'adapter à différents niveaux de lumière. Cependant, sa faible tolérance au sel peut poser problème sur le littoral.
