Plante;Description;Note;Details;Answer
golden pothos;golden pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Le golden pothos s'adapte bien au climat océanique doux du Morbihan grâce à l'humidité présente et les précipitations régulières, mais la salinité côtière et le modéré ensoleillement peuvent poser des problèmes.;6 - Le golden pothos s'adapte bien au climat océanique doux du Morbihan grâce à l'humidité présente et les précipitations régulières, mais la salinité côtière et le modéré ensoleillement peuvent poser des problèmes.
hot water plant;hot water plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Ce plante n'est pas idéale pour le Morbihan en raison de sa sensibilité au sel et de son besoin d'humidité constante, malgré un climat océanique favorable.;[6] - Ce plante n'est pas idéale pour le Morbihan en raison de sa sensibilité au sel et de son besoin d'humidité constante, malgré un climat océanique favorable.
hybrid tuberous begonia;hybrid tuberous begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La plante est bien adaptée au climat océanique doux et à l'humidité présente du Morbihan, mais la forte salinité côtière et les besoins en arrosage modéré peuvent poser des défis.;6 - La plante est bien adaptée au climat océanique doux et à l'humidité présente du Morbihan, mais la forte salinité côtière et les besoins en arrosage modéré peuvent poser des défis.
India rubber plant;India rubber plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est mal adaptée aux conditions de salinité du Morbihan. Cependant, elle tolère la pluviométrie élevée et l'humidité ambiante.;[6] - Cette plante est mal adaptée aux conditions de salinité du Morbihan. Cependant, elle tolère la pluviométrie élevée et l'humidité ambiante.
Indian rubberplant;Indian rubberplant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;L'Indian rubberplant s'adapte bien au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse, mais sa faible tolérance au sel limite sa culture près des zones côtières salines.;7 - L'Indian rubberplant s'adapte bien au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse, mais sa faible tolérance au sel limite sa culture près des zones côtières salines.
iron cross begonia;iron cross begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;Ce begonia est mal adapté au Morbihan en extérieur car il ne tolère pas la sécheresse et n'aime pas les sols salins, malgré un climat océanique doux et une humidité favorable.;[4] - Ce begonia est mal adapté au Morbihan en extérieur car il ne tolère pas la sécheresse et n'aime pas les sols salins, malgré un climat océanique doux et une humidité favorable.
Jacob's coat;Jacob's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;La Jacob's coat s'adapte bien au climat océanique doux du Morbihan grâce à l'humidité présente et les précipitations régulières, mais sa faible tolérance au sel et la salinité côtière peuvent poser des problèmes dans certaines zones.;7 - La Jacob's coat s'adapte bien au climat océanique doux du Morbihan grâce à l'humidité présente et les précipitations régulières, mais sa faible tolérance au sel et la salinité côtière peuvent poser des problèmes dans certaines zones.
jade plant;jade plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;5;La jade plant peut être cultivée en extérieur dans le Morbihan grâce au climat océanique doux et l'humidité présente, mais elle pourrait souffrir de la forte salinité côtière et les précipitations régulières.;[5] - La jade plant peut être cultivée en extérieur dans le Morbihan grâce au climat océanique doux et l'humidité présente, mais elle pourrait souffrir de la forte salinité côtière et les précipitations régulières.
Japanese holly fern;Japanese holly fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;La Japanese holly fern est adaptée au climat océanique doux du Morbihan grâce à son besoin en humidité et sa tolérance à la modération de l'ensoleillement, mais sa faible tolérance au sel limite sa compatibilité près des côtes.;6 - La Japanese holly fern est adaptée au climat océanique doux du Morbihan grâce à son besoin en humidité et sa tolérance à la modération de l'ensoleillement, mais sa faible tolérance au sel limite sa compatibilité près des côtes.
Japanese painted fern;Japanese painted fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;Le Japanese painted fern est bien adapté au climat océanique doux du Morbihan grâce à une humidité élevée et des précipitations régulières, mais son intolerance au sel et sa sensibilité à la sécheresse limitent sa compatibilité, surtout en zone côtière.;8 - Le Japanese painted fern est bien adapté au climat océanique doux du Morbihan grâce à une humidité élevée et des précipitations régulières, mais son intolerance au sel et sa sensibilité à la sécheresse limitent sa compatibilité, surtout en zone côtière.
jewel plant;jewel plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;6;Ce plante est adaptée à l'humidité et aux précipitations du Morbihan, mais n'appréciera pas la salinité côtière et pourra souffrir de l'ensoleillement modéré.;[6] - Ce plante est adaptée à l'humidité et aux précipitations du Morbihan, mais n'appréciera pas la salinité côtière et pourra souffrir de l'ensoleillement modéré.
Joseph's coat;Joseph's coat est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle doit être arrosée fréquemment. Elle pousse rapidement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;Cette plante est bien adaptée au climat océanique doux du Morbihan grâce à son humidité élevée et ses précipitations régulières, mais pourrait souffrir de l'ensoleillement modéré et de la salinité côtière.;[7] - Cette plante est bien adaptée au climat océanique doux du Morbihan grâce à son humidité élevée et ses précipitations régulières, mais pourrait souffrir de l'ensoleillement modéré et de la salinité côtière.
lipstick plant;lipstick plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;5;Le lipstick plant peut tolérer la humidité et les précipitations du Morbihan, mais sa faible tolérance au sel et son besoin de plein soleil sont moins compatibles avec la salinité côtière et l'ensoleillement modéré de cette région.;5 - Le lipstick plant peut tolérer la humidité et les précipitations du Morbihan, mais sa faible tolérance au sel et son besoin de plein soleil sont moins compatibles avec la salinité côtière et l'ensoleillement modéré de cette région.
maidenhair fern;maidenhair fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;6;Cette plante est modérément adaptée au Morbihan grâce à son climat océanique doux et son humidité bien présente, mais la forte salinité côtière et les besoins en arrosage modéré de la plante peuvent poser des problèmes.;[6] - Cette plante est modérément adaptée au Morbihan grâce à son climat océanique doux et son humidité bien présente, mais la forte salinité côtière et les besoins en arrosage modéré de la plante peuvent poser des problèmes.
meyer lemon;meyer lemon est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;8;Le Meyer lemon s'adapte bien au climat océanique doux du Morbihan, mais la salinité côtière est un inconvénient pour cette plante peu tolérante au sel.;8 - Le Meyer lemon s'adapte bien au climat océanique doux du Morbihan, mais la salinité côtière est un inconvénient pour cette plante peu tolérante au sel.
Natal lily;Natal lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;Le Natal lily peut s'adapter au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse et son besoin modéré en arrosage, mais la forte salinité côtière est un facteur limitant.;7 - Le Natal lily peut s'adapter au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse et son besoin modéré en arrosage, mais la forte salinité côtière est un facteur limitant.
Nerve Plant;Nerve Plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante herbacée vivace.;7;Le Nerve Plant peut s'adapter au climat océanique doux du Morbihan grâce à l'humidité bien présente et les précipitations régulières, mais la forte salinité côtière est un facteur défavorable.;7 - Le Nerve Plant peut s'adapter au climat océanique doux du Morbihan grâce à l'humidité bien présente et les précipitations régulières, mais la forte salinité côtière est un facteur défavorable.
onion;onion est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;7;L'onion peut s'adapter au climat océanique doux du Morbihan grâce à une humidité bien présente et des précipitations régulières, mais sa sensibilité à la sécheresse et la salinité côtière limitent légèrement sa compatibilité.;7 - L'onion peut s'adapter au climat océanique doux du Morbihan grâce à une humidité bien présente et des précipitations régulières, mais sa sensibilité à la sécheresse et la salinité côtière limitent légèrement sa compatibilité.
orchid;orchid est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Cette plante est adaptée au climat océanique doux du Morbihan grâce à son humidité bien présente et ses précipitations régulières, mais l'ensoleillement modéré et la forte salinité côtière peuvent poser des défis.;[6] - Cette plante est adaptée au climat océanique doux du Morbihan grâce à son humidité bien présente et ses précipitations régulières, mais l'ensoleillement modéré et la forte salinité côtière peuvent poser des défis.
ornamental pepper;ornamental pepper est une plante d'intérieur tempérée idéale pour divers environnements.  Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;6;Le climat océanique doux du Morbihan est favorable pour l'ornamental pepper, mais la forte salinité côtière et les précipitations élevées rendent la culture délicate.;[6] - Le climat océanique doux du Morbihan est favorable pour l'ornamental pepper, mais la forte salinité côtière et les précipitations élevées rendent la culture délicate.
parlor palm;parlor palm est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;5;La parlor palm peut s'adapter au climat océanique du Morbihan grâce à son tolerance à la sécheresse et ses besoins modérés en arrosage, mais sa faible tolérance au sel limite sa culture près des zones côtières salines.;[5] - La parlor palm peut s'adapter au climat océanique du Morbihan grâce à son tolerance à la sécheresse et ses besoins modérés en arrosage, mais sa faible tolérance au sel limite sa culture près des zones côtières salines.
peacock plant;peacock plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;5;Le peacock plant est modérément adapté au Morbihan en raison du climat océanique doux et de l'humidité bien présente, mais sa faible tolérance au sel et la salinité côtière peuvent poser des défis.;[5] - Le peacock plant est modérément adapté au Morbihan en raison du climat océanique doux et de l'humidité bien présente, mais sa faible tolérance au sel et la salinité côtière peuvent poser des défis.
Persian violet;Persian violet est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante annuelle.;6;Le climat océanique doux du Morbihan convient aux Persian violets grâce à l'humidité bien présente et les précipitations régulières, mais l'ensoleillement modéré et la possible salinité côtière nécessitent une attention supplémentaire.;[6] - Le climat océanique doux du Morbihan convient aux Persian violets grâce à l'humidité bien présente et les précipitations régulières, mais l'ensoleillement modéré et la possible salinité côtière nécessitent une attention supplémentaire.
Philippine evergreen;Philippine evergreen est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;7;Cette plante est compatible avec le climat océanique doux du Morbihan grâce à son adaptation à la modération de l'ensoleillement et à sa tolérance à l'humidité, bien que la salinité côtière puisse poser des défis.;[7] - Cette plante est compatible avec le climat océanique doux du Morbihan grâce à son adaptation à la modération de l'ensoleillement et à sa tolérance à l'humidité, bien que la salinité côtière puisse poser des défis.
poinsettia;poinsettia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse modérément. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante vivace.;6;La poinsettia est mal adaptée au climat océanique du Morbihan en raison de la forte salinité côtière et du besoin d'arrosage modéré, qui peut être problématique malgré les précipitations régulières.;6 - La poinsettia est mal adaptée au climat océanique du Morbihan en raison de la forte salinité côtière et du besoin d'arrosage modéré, qui peut être problématique malgré les précipitations régulières.
ponytail palm;ponytail palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;Cette plante est adaptée au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse et sa capacité à s'adapter à différents niveaux de lumière, mais sa faible tolérance au sel peut poser problème près des zones côtières.;[7] - Cette plante est adaptée au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse et sa capacité à s'adapter à différents niveaux de lumière, mais sa faible tolérance au sel peut poser problème près des zones côtières.
pothos;pothos est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse rapidement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le pothos peut être cultivé en extérieur dans le Morbihan grâce au climat océanique doux et l'humidité bien présente, mais il peut souffrir de la salinité côtière et de l'ensoleillement modéré.;[6] - Le pothos peut être cultivé en extérieur dans le Morbihan grâce au climat océanique doux et l'humidité bien présente, mais il peut souffrir de la salinité côtière et de l'ensoleillement modéré.
rabbit's foot fern;rabbit's foot fern est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante vivace.;6;Ce fern est modérément adapté au Morbihan grâce à son climat océanique et une humidité bien présente, mais il pourrait souffrir de la forte salinité côtière et des précipitations élevées.;[6] - Ce fern est modérément adapté au Morbihan grâce à son climat océanique et une humidité bien présente, mais il pourrait souffrir de la forte salinité côtière et des précipitations élevées.
rattlesnake plant;rattlesnake plant est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.;4;La rattlesnake plant est sensible à la sécheresse et peu tolérante au sel, ce qui la rend moins adaptée au Morbihan malgré son climat océanique et son humidité bien présente.**;**[4] - La rattlesnake plant est sensible à la sécheresse et peu tolérante au sel, ce qui la rend moins adaptée au Morbihan malgré son climat océanique et son humidité bien présente.**
rex begonia;rex begonia est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle est plutôt exigeante. C’est une plante herbacée vivace.;6;La rex begonia préférant un arrosage modéré et une humidité élevée, elle s'adaptera bien au climat océanique doux et les précipitations régulières du Morbihan, mais la forte salinité côtière est un inconvénient.;6 - La rex begonia préférant un arrosage modéré et une humidité élevée, elle s'adaptera bien au climat océanique doux et les précipitations régulières du Morbihan, mais la forte salinité côtière est un inconvénient.
Sago palm;Sago palm est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;Le Sago palm est bien adapté au climat océanique doux du Morbihan grâce à son tolérance à l'humidité et sa capacité à supporter des expositions variées, bien que la salinité côtière puisse être un défi.;8 - Le Sago palm est bien adapté au climat océanique doux du Morbihan grâce à son tolérance à l'humidité et sa capacité à supporter des expositions variées, bien que la salinité côtière puisse être un défi.
song of India;song of India est une plante d'intérieur tropicale idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;8;Le climat océanique doux du Morbihan est favorable pour la song of India, mais l'ensoleillement modéré et l'humidité élevée peuvent nécessiter des ajustements dans l'entretien.;8 - Le climat océanique doux du Morbihan est favorable pour la song of India, mais l'ensoleillement modéré et l'humidité élevée peuvent nécessiter des ajustements dans l'entretien.
spider plant;spider plant est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle ne tolère pas bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle préfère une lumière filtrée ou tamisée. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;5;Le climat océanique doux du Morbihan convient à la spider plant grâce à une humidité bien présente et des précipitations régulières, mais l'exposition côtière avec forte salinité est un facteur défavorable.;[5] - Le climat océanique doux du Morbihan convient à la spider plant grâce à une humidité bien présente et des précipitations régulières, mais l'exposition côtière avec forte salinité est un facteur défavorable.
spotted laurel;spotted laurel est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle doit être arrosée fréquemment. Elle pousse lentement. Elle nécessite un entretien modéré. Son entretien est facile. C’est une plante vivace.;6;Le climat océanique doux du Morbihan est favorable pour la spotted laurel grâce à une humidité bien présente et des précipitations régulières, mais la forte salinité côtière peut poser problème.;[6] - Le climat océanique doux du Morbihan est favorable pour la spotted laurel grâce à une humidité bien présente et des précipitations régulières, mais la forte salinité côtière peut poser problème.
Sprenger's asparagus fern;Sprenger's asparagus fern est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle peut devenir envahissante si elle n'est pas contrôlée. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante herbacée vivace.;8;Le Sprenger's asparagus fern s'adapte bien au climat océanique doux du Morbihan avec son humidité présente et ses précipitations régulières, mais la forte salinité côtière peut poser problème.;8 - Le Sprenger's asparagus fern s'adapte bien au climat océanique doux du Morbihan avec son humidité présente et ses précipitations régulières, mais la forte salinité côtière peut poser problème.
St. Bernard's lily;St. Bernard's lily est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle nécessite peu d’arrosage. Elle pousse lentement. Elle demande peu de soins. Son entretien est facile. C’est une plante herbacée vivace.;6;La St. Bernard's lily peut s'adapter au climat océanique doux du Morbihan grâce à son tolérance à la sécheresse et ses besoins en faible arrosage, mais la forte salinité côtière est un inconvénient majeur.;[6] - La St. Bernard's lily peut s'adapter au climat océanique doux du Morbihan grâce à son tolérance à la sécheresse et ses besoins en faible arrosage, mais la forte salinité côtière est un inconvénient majeur.
"stalked aeonium,""stalked aeonium est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle peut survivre dans des environnements légèrement salins. Elle possède des épines, ce qui nécessite de la prudence. Elle n'est pas considérée comme envahissante. Elle préfère une exposition en plein soleil. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Elle requiert un suivi plus rigoureux. C’est une plante herbacée vivace.""";;8;La stalked aeonium est bien adaptée au Morbihan grâce au climat océanique doux et l'humidité présente, mais son besoin de soleil modéré et sa tolérance à la salinité côtière nécessitent une plantation judicieuse.;[8] - La stalked aeonium est bien adaptée au Morbihan grâce au climat océanique doux et l'humidité présente, mais son besoin de soleil modéré et sa tolérance à la salinité côtière nécessitent une plantation judicieuse.
striped dracaena;striped dracaena est une plante d'intérieur tempérée idéale pour divers environnements. Elle produit des fleurs décoratives. Elle tolère bien la sécheresse. Elle est peu tolérante au sel. Elle ne présente pas d'épines. Elle n'est pas considérée comme envahissante. Elle peut s’adapter à différents niveaux de lumière. Elle a besoin d’un arrosage modéré. Elle pousse lentement. Elle demande une attention régulière. Son entretien est facile. C’est une plante vivace.;7;Le striped dracaena peut s'adapter au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse, mais la forte salinité côtière est un facteur défavorable.;7 - Le striped dracaena peut s'adapter au climat océanique doux du Morbihan grâce à son tolerance à la sécheresse, mais la forte salinité côtière est un facteur défavorable.
